2026-08-19 19:31:34 | INFO     | Orchestrator    | 🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥
2026-08-20 00:54:38 | INFO     | Orchestrator    | 📄 Script:  src/mapping/deterministic_mapping.py
2026-08-20 00:54:38 | INFO     | Orchestrator    | ======================================================================
2026-08-20 00:54:47 | INFO     | Orchestrator    | ✅ SUCCESS: '8. Deterministic Mapping (OHDSI Vocabularies)' completed in 8.3 seconds.

2026-08-20 00:54:47 | INFO     | Orchestrator    | ======================================================================
2026-08-20 00:54:47 | INFO     | Orchestrator    | 🚀 RUNNING: 9. AI Semantic Mapping (Conditions)
2026-08-20 00:54:47 | INFO     | Orchestrator    | 📄 Script:  src/mapping/llm_condition.py
2026-08-20 00:54:47 | INFO     | Orchestrator    | ======================================================================
2026-08-20 00:54:48 | ERROR    | Orchestrator    | ❌ ERROR: '9. AI Semantic Mapping (Conditions)' failed with exit code 1.

2026-08-20 01:02:21 | INFO     | Orchestrator    | 🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥
2026-08-20 01:02:21 | INFO     | Orchestrator    |       CDISC TO OMOP - FULL ORCHESTRATOR
2026-08-20 01:02:21 | INFO     | Orchestrator    | 🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥
2026-08-20 01:02:21 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:21 | INFO     | Orchestrator    | 🚀 RUNNING: 0. Setup OMOP Vocabularies
2026-08-20 01:02:21 | INFO     | Orchestrator    | 📄 Script:  src/utils/setup_vocab.py
2026-08-20 01:02:21 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:36 | INFO     | Orchestrator    | ✅ SUCCESS: '0. Setup OMOP Vocabularies' completed in 14.9 seconds.

2026-08-20 01:02:36 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:36 | INFO     | Orchestrator    | 🚀 RUNNING: 0b. Setup Audit and Provenance
2026-08-20 01:02:36 | INFO     | Orchestrator    | 📄 Script:  src/utils/setup_audit.py
2026-08-20 01:02:36 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:38 | INFO     | Orchestrator    | ✅ SUCCESS: '0b. Setup Audit and Provenance' completed in 1.7 seconds.

2026-08-20 01:02:38 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:38 | INFO     | Orchestrator    | 🚀 RUNNING: 1. Extract Demographics (DM)
2026-08-20 01:02:38 | INFO     | Orchestrator    | 📄 Script:  src/etl/person.py
2026-08-20 01:02:38 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:38 | INFO     | Orchestrator    | ✅ SUCCESS: '1. Extract Demographics (DM)' completed in 0.5 seconds.

2026-08-20 01:02:38 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:38 | INFO     | Orchestrator    | 🚀 RUNNING: 2. Extract Conditions (AE + MH)
2026-08-20 01:02:38 | INFO     | Orchestrator    | 📄 Script:  src/etl/condition.py
2026-08-20 01:02:38 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:39 | INFO     | Orchestrator    | ✅ SUCCESS: '2. Extract Conditions (AE + MH)' completed in 0.5 seconds.

2026-08-20 01:02:39 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:39 | INFO     | Orchestrator    | 🚀 RUNNING: 3. Extract Medications (EX + CM)
2026-08-20 01:02:39 | INFO     | Orchestrator    | 📄 Script:  src/etl/drug.py
2026-08-20 01:02:39 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:39 | INFO     | Orchestrator    | ✅ SUCCESS: '3. Extract Medications (EX + CM)' completed in 0.5 seconds.

2026-08-20 01:02:39 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:39 | INFO     | Orchestrator    | 🚀 RUNNING: 4. Extract Measurements (LB + VS + EG)
2026-08-20 01:02:39 | INFO     | Orchestrator    | 📄 Script:  src/etl/measurement.py
2026-08-20 01:02:39 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:40 | INFO     | Orchestrator    | ✅ SUCCESS: '4. Extract Measurements (LB + VS + EG)' completed in 0.8 seconds.

2026-08-20 01:02:40 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:40 | INFO     | Orchestrator    | 🚀 RUNNING: 5. Calculate Observation Periods
2026-08-20 01:02:40 | INFO     | Orchestrator    | 📄 Script:  src/etl/observation_period.py
2026-08-20 01:02:40 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:41 | INFO     | Orchestrator    | ✅ SUCCESS: '5. Calculate Observation Periods' completed in 0.5 seconds.

2026-08-20 01:02:41 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:41 | INFO     | Orchestrator    | 🚀 RUNNING: 6. Derive Visits from Events
2026-08-20 01:02:41 | INFO     | Orchestrator    | 📄 Script:  src/etl/visit.py
2026-08-20 01:02:41 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:41 | INFO     | Orchestrator    | ✅ SUCCESS: '6. Derive Visits from Events' completed in 0.5 seconds.

2026-08-20 01:02:41 | INFO     | Orchestrator    | ======================================================================
2026-08-20 01:02:41 | INFO     | Orchestrator    | 🚀 RUNNING: 7. Link Events to Visits
2026-08-20 01:02:41 | INFO     | Orchestrator    | 📄 Script:  src/etl/link_visits.py
